transaction_id,timestamp,merchant_id,customer_id,device_id,payment_instrument_id,amount,amount_log,hour_of_day,day_of_week,is_weekend,is_night,merchant_category_idx,pi_type_idx,cust_age_days,cust_txn_count_prev,cust_amount_sum_prev,cust_amount_mean_prev,cust_amount_std_prev,cust_amount_max_prev,cust_days_since_last_txn,cust_amount_to_mean_ratio,cust_amount_zscore,cust_is_first_txn,cust_decline_rate_prev,velocity_txn_count_1h,velocity_amount_sum_1h,velocity_txn_count_24h,velocity_amount_sum_24h,velocity_txn_count_7d,velocity_amount_sum_7d,merchant_age_days,merchant_txn_count_prev,merchant_amount_mean_prev,merchant_amount_std_prev,merchant_decline_rate_prev,merchant_velocity_txn_count_1h,merchant_velocity_txn_count_24h,merchant_velocity_txn_count_7d,amount_to_merchant_mean_ratio,device_txn_count_prev,device_distinct_cust_prev,device_distinct_merchants_prev,device_velocity_count_24h,device_velocity_count_7d,device_is_new_for_cust,device_age_days,pi_txn_count_prev,pi_distinct_cust_prev,pi_distinct_merchants_prev,pi_velocity_count_1h,pi_velocity_count_24h,pi_age_days,is_fraud,is_fraud_ground_truth,fraud_archetype,fraud_case_id
11,2025-01-02 21:19:10,1,1845,2390,2496,2219.52,7.7055,21,3,0,0,7,1,0.78,0,0.0,1454.22,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,2086.27,0.0,0.0,0,0,0,1.0639,0,0,0,0,0,1,1.37,0,0,0,0,0,0.75,False,False,none,
12,2025-01-02 22:04:08,183,20485,26762,27531,10017.8,9.2122,22,3,0,0,9,1,0.29,0,0.0,3954.41,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,16442.6,0.0,0.0,0,0,0,0.6093,0,0,0,0,0,1,0.62,0,0,0,0,0,0.0,False,False,none,
13,2025-01-02 23:53:02,826,36842,48163,49573,3762.63,8.2331,23,3,0,0,2,3,0.03,0,0.0,1158.97,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,7442.66,0.0,0.0,0,0,0,0.5055,0,0,0,0,0,1,0.72,0,0,0,0,0,0.0,False,False,none,
14,2025-01-03 09:08:51,18,34913,45637,47001,5170.7,8.551,9,4,0,0,2,2,0.36,0,0.0,3520.54,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,8620.94,0.0,0.0,0,0,0,0.5998,0,0,0,0,0,1,0.34,0,0,0,0,0,0.0,False,False,none,
15,2025-01-03 11:29:33,1270,31644,41336,42573,6939.69,8.8452,11,4,0,0,9,1,0.83,0,0.0,1084.71,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,13729.98,0.0,0.0,0,0,0,0.5054,0,0,0,0,0,1,1.81,0,0,0,0,0,0.37,False,False,none,
16,2025-01-03 12:16:35,1402,17589,23004,23654,3681.39,8.2113,12,4,0,0,2,1,1.4,0,0.0,1337.22,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,9465.7,0.0,0.0,0,0,0,0.3889,0,0,0,0,0,1,1.85,0,0,0,0,0,1.29,False,False,none,
17,2025-01-03 13:04:11,468,10076,13175,13584,627.19,6.4428,13,4,0,0,3,1,1.96,0,0.0,529.68,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,541.8,0.0,0.0,0,0,0,1.1576,0,0,0,0,0,1,2.48,0,0,0,0,0,1.52,False,False,none,
18,2025-01-03 15:15:45,18,25238,32961,33956,3352.94,8.1179,15,4,0,0,2,0,0.64,0,0.0,420.11,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,1,5170.7,0.0,0.0,0,1,1,0.6484,0,0,0,0,0,1,1.26,0,0,0,0,0,0.0,False,False,none,
19,2025-01-03 15:54:49,961,2625,3423,3559,2030.35,7.6165,15,4,0,0,9,2,0.8,0,0.0,2266.24,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,6728.07,0.0,0.0,0,0,0,0.3018,0,0,0,0,0,1,0.77,0,0,0,0,0,0.03,False,False,none,
20,2025-01-03 16:33:03,852,33971,44385,45740,1201.26,7.092,16,4,0,0,4,1,0.02,0,0.0,847.81,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,2336.07,0.0,0.0,0,0,0,0.5142,0,0,0,0,0,1,0.41,0,0,0,0,0,0.0,False,False,none,
21,2025-01-03 17:39:31,949,4547,5988,6130,1553.7,7.349,17,4,0,0,8,1,0.03,0,0.0,1654.31,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,5199.03,0.0,0.0,0,0,0,0.2988,0,0,0,0,0,1,0.36,0,0,0,0,0,0.0,False,False,none,
22,2025-01-03 17:43:22,79,19857,25942,26691,2156.71,7.6768,17,4,0,0,1,2,0.13,0,0.0,2005.37,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,2832.63,0.0,0.0,0,0,0,0.7614,0,0,0,0,0,1,0.38,0,0,0,0,0,0.0,False,False,none,
23,2025-01-03 17:44:03,715,24184,31598,32544,1531.09,7.3344,17,4,0,0,7,1,0.01,0,0.0,1683.9,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1327.91,0.0,0.0,0,0,0,1.153,0,0,0,0,0,1,0.56,0,0,0,0,0,0.0,False,False,none,
24,2025-01-03 17:49:15,1312,33224,43404,44749,886.1,6.788,17,4,0,0,3,0,0.73,0,0.0,767.89,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,869.44,0.0,0.0,0,0,0,1.0192,0,0,0,0,0,1,1.02,0,0,0,0,0,0.01,False,False,none,
25,2025-01-03 18:09:31,853,4547,5988,6130,3578.0,8.1828,18,4,0,0,8,1,0.05,1,1553.7,1553.7,0.0,1553.7,0.020833,2.3029,0.0,0,0.0,1,1553.7,1,1553.7,1,1553.7,0.0,0,5209.6,0.0,0.0,0,0,0,0.6868,1,1,1,1,1,0,0.02,1,1,1,1,1,0.02,False,False,none,
26,2025-01-03 18:37:17,1392,3255,4250,4376,2810.59,7.9415,18,4,0,0,8,1,0.27,0,0.0,852.54,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1454.13,0.0,0.0,0,1,1,1.9328,0,0,0,0,0,1,0.72,0,0,0,0,0,0.0,False,False,none,
27,2025-01-03 19:10:44,1072,36106,47193,48595,1626.59,7.3949,19,4,0,0,1,1,1.17,0,0.0,885.47,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,2672.33,0.0,0.0,0,0,0,0.6087,0,0,0,0,0,1,1.67,0,0,0,0,0,1.05,False,False,none,
28,2025-01-03 19:37:27,779,1845,2390,2496,1232.55,7.1177,19,4,0,0,7,1,1.71,1,2219.52,2219.52,0.0,2219.52,0.929363,0.5553,0.0,0,0.0,0,0.0,1,2219.52,1,2219.52,0.0,0,1464.78,0.0,0.0,0,0,0,0.8415,1,1,1,1,1,0,0.93,1,1,1,0,1,0.93,False,False,none,
29,2025-01-03 20:44:47,372,32139,5573,43245,4308.14,8.3685,20,4,0,0,6,3,0.67,0,0.0,6627.53,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,555.74,0.0,0.0,0,0,0,7.7521,0,0,0,0,0,1,0.0,0,0,0,0,0,0.24,False,False,none,
30,2025-01-03 20:52:04,658,39129,51157,52651,2029.32,7.6159,20,4,0,0,6,1,0.44,0,0.0,2469.73,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,615.49,0.0,0.0,0,0,0,3.2971,0,0,0,0,0,1,1.26,0,0,0,0,0,0.14,False,False,none,
31,2025-01-03 23:09:09,1477,27568,36019,37112,2230.87,7.7106,23,4,0,0,5,1,1.44,0,0.0,3249.83,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,607.75,0.0,0.0,0,0,0,3.6707,0,0,0,0,0,1,2.24,0,0,0,0,0,1.07,False,False,none,
32,2025-01-04 00:52:37,1067,30809,40256,41479,1438.32,7.2719,0,5,1,1,5,2,0.17,0,0.0,1691.86,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,425.63,0.0,0.0,0,0,0,3.3793,0,0,0,0,0,1,0.31,0,0,0,0,0,0.0,False,False,none,
33,2025-01-04 01:56:05,1327,12163,15868,16349,1185.59,7.0788,1,5,1,1,5,1,1.05,0,0.0,4408.2,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,487.04,0.0,0.0,0,0,0,2.4343,0,0,0,0,0,1,1.53,0,0,0,0,0,0.91,False,False,none,
34,2025-01-04 06:40:56,715,3385,4444,4553,3183.29,8.066,6,5,1,0,7,1,1.06,0,0.0,3461.81,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1531.09,0.0,0.0,0,1,1,2.0791,0,0,0,0,0,1,1.64,0,0,0,0,0,1.05,False,False,none,
35,2025-01-04 10:02:16,202,31615,41294,42536,2023.84,7.6132,10,5,1,0,3,2,2.88,0,0.0,2659.21,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,737.64,0.0,0.0,0,0,0,2.7437,0,0,0,0,0,1,3.24,0,0,0,0,0,0.0,False,False,none,
36,2025-01-04 10:59:48,323,16209,21185,21808,1546.71,7.3445,10,5,1,0,6,2,0.07,0,0.0,2966.72,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,677.55,0.0,0.0,0,0,0,2.2828,0,0,0,0,0,1,0.0,0,0,0,0,0,0.0,False,False,none,
37,2025-01-04 12:03:10,167,32916,42998,44320,2683.99,7.8954,12,5,1,0,7,2,2.38,0,0.0,3740.03,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1534.24,0.0,0.0,0,0,0,1.7494,0,0,0,0,0,1,2.61,0,0,0,0,0,1.97,False,False,none,
38,2025-01-04 12:14:12,1207,26436,34513,35577,10592.87,9.268,12,5,1,0,1,3,3.04,0,0.0,958.82,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,3296.97,0.0,0.0,0,0,0,3.2129,0,0,0,0,0,1,3.06,0,0,0,0,0,2.68,False,False,none,
39,2025-01-04 12:48:19,736,8327,10881,11198,5797.54,8.6654,12,5,1,0,0,1,0.37,0,0.0,9322.79,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,391.72,0.0,0.0,0,0,0,14.8002,0,0,0,0,0,1,0.52,0,0,0,0,0,0.0,False,False,none,
40,2025-01-04 12:51:54,1096,208,270,278,1828.39,7.5117,12,5,1,0,5,1,1.01,0,0.0,3464.99,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,498.57,0.0,0.0,0,0,0,3.6673,0,0,0,0,0,1,1.34,0,0,0,0,0,0.21,False,False,none,
41,2025-01-04 13:31:12,373,2845,3714,3861,1164.71,7.0611,13,5,1,0,5,1,0.05,0,0.0,1697.83,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,390.73,0.0,0.0,0,0,0,2.9809,0,0,0,0,0,1,0.29,0,0,0,0,0,0.0,False,False,none,
42,2025-01-04 14:01:04,1342,25600,33443,34448,1476.9,7.2984,14,5,1,0,7,3,2.07,0,0.0,2037.87,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1337.75,0.0,0.0,0,0,0,1.104,0,0,0,0,0,1,2.83,0,0,0,0,0,1.61,False,False,none,
43,2025-01-04 14:39:40,476,26124,34106,35155,590.78,6.3831,14,5,1,0,6,1,0.1,0,0.0,726.59,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,678.83,0.0,0.0,0,0,0,0.8703,0,0,0,0,0,1,0.69,0,0,0,0,0,0.0,False,False,none,
44,2025-01-04 15:21:57,904,3543,4650,4777,384.3,5.954,15,5,1,0,5,1,0.01,0,0.0,1153.46,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,388.01,0.0,0.0,0,0,0,0.9904,0,0,0,0,0,1,0.19,0,0,0,0,0,0.0,False,False,none,
45,2025-01-04 15:24:09,1277,32053,41877,43126,1831.09,7.5132,15,5,1,0,4,1,3.12,0,0.0,1967.93,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,2600.68,0.0,0.0,0,0,0,0.7041,0,0,0,0,0,1,3.52,0,0,0,0,0,2.52,False,False,none,
46,2025-01-04 17:19:13,2,29781,38918,40096,1886.67,7.5431,17,5,1,0,5,1,2.87,0,0.0,1881.36,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,480.54,0.0,0.0,0,0,0,3.9261,0,0,0,0,0,1,3.22,0,0,0,0,0,1.99,False,False,none,
47,2025-01-04 17:50:57,1128,15440,20170,20771,1754.06,7.4703,17,5,1,0,0,1,0.69,0,0.0,3036.57,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,516.78,0.0,0.0,0,0,0,3.3942,0,0,0,0,0,1,1.46,0,0,0,0,0,0.0,False,False,none,
48,2025-01-04 17:50:59,630,9340,12221,12574,2386.33,7.7779,17,5,1,0,7,2,2.66,0,0.0,3622.61,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1926.89,0.0,0.0,0,0,0,1.2384,0,0,0,0,0,1,2.72,0,0,0,0,0,2.49,False,False,none,
49,2025-01-04 21:11:54,631,38030,49744,51173,3411.14,8.1351,21,5,1,0,3,1,0.11,0,0.0,5207.53,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1.92,0,764.81,0.0,0.0,0,0,0,4.4601,0,0,0,0,0,1,0.6,0,0,0,0,0,0.0,False,False,none,
50,2025-01-05 00:04:49,990,8257,10791,11109,3724.26,8.2229,0,6,1,1,7,1,0.06,0,0.0,4797.02,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1564.78,0.0,0.0,0,0,0,2.3801,0,0,0,0,0,1,0.1,0,0,0,0,0,0.0,False,False,none,
51,2025-01-05 06:23:00,1201,24960,32586,33591,3600.04,8.189,6,6,1,0,1,2,0.9,0,0.0,2006.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,2988.41,0.0,0.0,0,0,0,1.2047,0,0,0,0,0,1,1.23,0,0,0,0,0,0.58,False,False,none,
52,2025-01-05 09:12:58,1062,14630,19103,19692,1261.01,7.1405,9,6,1,0,1,3,1.18,0,0.0,297.47,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,3390.86,0.0,0.0,0,0,0,0.3719,0,0,0,0,0,1,1.43,0,0,0,0,0,0.45,False,False,none,
53,2025-01-05 12:19:18,944,358,459,479,585.46,6.3741,12,6,1,0,5,2,0.85,0,0.0,1226.64,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,529.92,0.0,0.0,0,0,0,1.1048,0,0,0,0,0,1,1.33,0,0,0,0,0,0.52,False,False,none,
54,2025-01-05 13:52:12,864,29098,38037,39169,2693.86,7.8991,13,6,1,0,1,2,3.25,0,0.0,2340.6,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1.71,0,4868.74,0.0,0.0,0,0,0,0.5533,0,0,0,0,0,1,4.17,0,0,0,0,0,3.2,False,False,none,
55,2025-01-05 14:15:30,373,5130,6726,6901,690.68,6.5391,14,6,1,0,5,3,0.03,0,0.0,1656.48,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,1,1164.71,0.0,0.0,0,0,1,0.593,0,0,0,0,0,1,0.0,0,0,0,0,0,0.0,False,False,none,
56,2025-01-05 15:17:15,981,33452,43709,45049,1037.72,6.9457,15,6,1,0,3,1,0.69,0,0.0,1319.94,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,731.76,0.0,0.0,0,0,0,1.4181,0,0,0,0,0,1,1.34,0,0,0,0,0,0.0,False,False,none,
57,2025-01-05 16:30:15,996,18266,23891,24584,369.34,5.9144,16,6,1,0,5,2,3.89,0,0.0,517.82,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,422.22,0.0,0.0,0,0,0,0.8748,0,0,0,0,0,1,4.69,0,0,0,0,0,3.35,False,False,none,
58,2025-01-05 17:18:15,79,39981,52286,53801,1623.67,7.3931,17,6,1,0,1,1,0.68,0,0.0,1300.72,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,1,2156.71,0.0,0.0,0,0,1,0.7528,0,0,0,0,0,1,0.62,0,0,0,0,0,0.27,False,False,none,
59,2025-01-05 17:55:06,941,32540,42505,43794,1232.66,7.1177,17,6,1,0,6,1,3.7,0,0.0,954.98,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,760.79,0.0,0.0,0,0,0,1.6202,0,0,0,0,0,1,4.13,0,0,0,0,0,3.54,False,False,none,
60,2025-01-05 18:03:08,1173,22366,29233,30090,847.85,6.7439,18,6,1,0,6,1,2.27,0,0.0,695.65,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,508.94,0.0,0.0,0,0,0,1.6659,0,0,0,0,0,1,2.29,0,0,0,0,0,1.53,False,False,none,
61,2025-01-05 18:20:40,1322,3918,5162,5279,1478.9,7.2997,18,6,1,0,5,2,3.51,0,0.0,2751.12,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,486.48,0.0,0.0,0,0,0,3.04,0,0,0,0,0,1,3.89,0,0,0,0,0,3.12,False,False,none,
62,2025-01-05 18:30:29,329,33766,44118,45462,1492.96,7.3092,18,6,1,0,0,2,1.33,0,0.0,2163.48,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,516.28,0.0,0.0,0,0,0,2.8918,0,0,0,0,0,1,2.09,0,0,0,0,0,0.82,False,False,none,
63,2025-01-05 20:24:41,214,14372,18755,19336,1510.47,7.3208,20,6,1,0,7,3,2.2,0,0.0,914.8,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1601.21,0.0,0.0,0,0,0,0.9433,0,0,0,0,0,1,2.22,0,0,0,0,0,1.24,False,False,none,
64,2025-01-05 20:32:21,503,1012,1306,1360,1021.01,6.9295,20,6,1,0,3,1,0.96,0,0.0,846.62,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,837.48,0.0,0.0,0,0,0,1.2191,0,0,0,0,0,1,1.58,0,0,0,0,0,0.14,False,False,none,
65,2025-01-05 21:10:01,367,1845,2390,2496,561.34,6.3321,21,6,1,0,7,1,3.77,2,3452.07,1726.03,697.89,2219.52,2.064282,0.3252,-1.6689,0,0.0,0,0.0,0,0.0,2,3452.07,0.0,0,1956.03,0.0,0.0,0,0,0,0.287,2,1,2,0,2,0,2.99,2,1,2,0,0,2.99,False,False,none,
66,2025-01-05 21:15:41,604,10095,13198,13605,3654.29,8.2039,21,6,1,0,0,1,0.13,0,0.0,5639.82,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,549.81,0.0,0.0,0,0,0,6.6465,0,0,0,0,0,1,0.99,0,0,0,0,0,0.0,False,False,none,
67,2025-01-05 22:19:28,557,20544,26839,27613,1003.7,6.9124,22,6,1,0,6,1,0.03,0,0.0,1108.78,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,680.5,0.0,0.0,0,0,0,1.4749,0,0,0,0,0,1,0.22,0,0,0,0,0,0.0,False,False,none,
68,2025-01-05 23:23:00,727,3175,4143,4282,573.31,6.3532,23,6,1,0,6,1,2.81,0,0.0,873.72,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,569.98,0.0,0.0,0,0,0,1.0058,0,0,0,0,0,1,3.76,0,0,0,0,0,2.03,False,False,none,
69,2025-01-06 07:47:49,577,34199,44679,46026,2699.97,7.9014,7,0,0,0,8,3,3.85,0,0.0,1385.15,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,4433.98,0.0,0.0,0,0,0,0.6089,0,0,0,0,0,1,4.65,0,0,0,0,0,2.89,False,False,none,
70,2025-01-06 08:12:32,1262,1595,2062,2154,995.7,6.9044,8,0,0,0,5,1,2.39,0,0.0,1135.4,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,515.06,0.0,0.0,0,0,0,1.9332,0,0,0,0,0,1,0.0,0,0,0,0,0,2.29,False,False,none,
71,2025-01-06 09:09:08,957,39913,52191,53716,1260.2,7.1398,9,0,0,0,7,1,4.44,0,0.0,1028.25,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,1928.14,0.0,0.0,0,0,0,0.6536,0,0,0,0,0,1,4.65,0,0,0,0,0,4.2,False,False,none,
72,2025-01-06 09:56:23,677,34149,44619,45968,1806.5,7.4997,9,0,0,0,8,1,3.14,0,0.0,308.44,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,4525.09,0.0,0.0,0,0,0,0.3992,0,0,0,0,0,1,3.41,0,0,0,0,0,2.73,False,False,none,
73,2025-01-06 10:03:52,1191,36421,47607,49016,1745.54,7.4654,10,0,0,0,5,1,0.56,0,0.0,4406.1,0.0,0.0,-1.0,1.0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0.0,0,546.25,0.0,0.0,0,0,0,3.1955,0,0,0,0,0,1,0.58,0,0,0,0,0,0.0,False,False,none,
