transaction_id,timestamp,amount,ml_probability,graph_ring_score,graph_ring_candidate,decision,is_intervention,primary_trigger,policy_version
32,2025-01-04 00:52:37,1438.32,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
33,2025-01-04 01:56:05,1185.59,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
34,2025-01-04 06:40:56,3183.29,0.0006,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
35,2025-01-04 10:02:16,2023.84,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
36,2025-01-04 10:59:48,1546.71,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
37,2025-01-04 12:03:10,2683.99,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
38,2025-01-04 12:14:12,10592.87,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
39,2025-01-04 12:48:19,5797.54,0.0014,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
40,2025-01-04 12:51:54,1828.39,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
41,2025-01-04 13:31:12,1164.71,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
42,2025-01-04 14:01:04,1476.9,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
43,2025-01-04 14:39:40,590.78,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
44,2025-01-04 15:21:57,384.3,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
45,2025-01-04 15:24:09,1831.09,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
46,2025-01-04 17:19:13,1886.67,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
47,2025-01-04 17:50:57,1754.06,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
48,2025-01-04 17:50:59,2386.33,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
49,2025-01-04 21:11:54,3411.14,0.0012,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
50,2025-01-05 00:04:49,3724.26,0.0003,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
51,2025-01-05 06:23:00,3600.04,0.0002,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
52,2025-01-05 09:12:58,1261.01,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
53,2025-01-05 12:19:18,585.46,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
54,2025-01-05 13:52:12,2693.86,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
55,2025-01-05 14:15:30,690.68,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
56,2025-01-05 15:17:15,1037.72,0.0002,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
57,2025-01-05 16:30:15,369.34,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
58,2025-01-05 17:18:15,1623.67,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
59,2025-01-05 17:55:06,1232.66,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
60,2025-01-05 18:03:08,847.85,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
61,2025-01-05 18:20:40,1478.9,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
62,2025-01-05 18:30:29,1492.96,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
63,2025-01-05 20:24:41,1510.47,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
64,2025-01-05 20:32:21,1021.01,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
65,2025-01-05 21:10:01,561.34,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
66,2025-01-05 21:15:41,3654.29,0.0017,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
67,2025-01-05 22:19:28,1003.7,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
68,2025-01-05 23:23:00,573.31,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
69,2025-01-06 07:47:49,2699.97,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
70,2025-01-06 08:12:32,995.7,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
71,2025-01-06 09:09:08,1260.2,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
72,2025-01-06 09:56:23,1806.5,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
73,2025-01-06 10:03:52,1745.54,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
74,2025-01-06 10:16:00,4077.71,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
75,2025-01-06 10:24:22,4806.27,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
76,2025-01-06 10:49:43,242.24,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
77,2025-01-06 11:51:26,2290.52,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
78,2025-01-06 14:00:47,2082.87,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
79,2025-01-06 14:14:02,1893.02,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
80,2025-01-06 15:09:44,1010.18,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
81,2025-01-06 15:29:56,775.08,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
82,2025-01-06 15:36:24,3635.0,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
83,2025-01-06 15:48:27,1679.18,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
84,2025-01-06 16:40:57,530.99,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
85,2025-01-06 16:48:00,902.42,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
86,2025-01-06 17:12:17,3735.05,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
87,2025-01-06 17:19:01,4562.85,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
88,2025-01-06 17:45:03,4103.52,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
89,2025-01-06 18:40:07,5859.83,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
90,2025-01-06 18:47:19,3119.6,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
91,2025-01-06 19:17:13,5276.57,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
92,2025-01-06 20:02:08,3658.09,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
93,2025-01-06 20:49:54,3181.19,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
94,2025-01-06 21:12:12,756.92,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
95,2025-01-06 23:44:19,7715.29,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
96,2025-01-06 23:45:17,2733.0,0.0008,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
97,2025-01-06 23:57:10,579.45,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
98,2025-01-07 00:40:13,769.92,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
99,2025-01-07 02:03:14,6089.28,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
100,2025-01-07 05:34:39,856.89,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
101,2025-01-07 05:38:01,5642.18,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
102,2025-01-07 06:54:34,8949.94,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
103,2025-01-07 08:03:07,2365.63,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
104,2025-01-07 08:09:09,3692.11,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
105,2025-01-07 10:09:47,3672.57,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
106,2025-01-07 10:29:14,993.46,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
107,2025-01-07 11:04:21,6814.91,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
108,2025-01-07 11:31:33,3501.78,0.0004,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
109,2025-01-07 11:39:46,1904.76,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
110,2025-01-07 12:49:06,5359.39,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
111,2025-01-07 13:39:31,1967.52,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
112,2025-01-07 14:13:30,1803.42,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
113,2025-01-07 14:23:25,1102.64,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
114,2025-01-07 14:39:10,12130.06,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
115,2025-01-07 14:49:29,2679.78,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
116,2025-01-07 16:06:33,587.92,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
117,2025-01-07 16:42:35,5038.5,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
118,2025-01-07 17:11:57,3889.06,0.0003,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
119,2025-01-07 17:44:26,935.05,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
120,2025-01-07 17:44:45,1869.88,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
121,2025-01-07 18:06:17,2284.49,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
122,2025-01-07 18:32:41,9487.49,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
123,2025-01-07 19:06:04,1084.05,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
124,2025-01-07 19:11:07,1416.54,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
125,2025-01-07 19:26:33,3030.89,0.0004,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
126,2025-01-07 19:39:46,3469.43,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
127,2025-01-07 19:48:52,2022.08,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
128,2025-01-07 19:50:13,9092.17,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
129,2025-01-07 20:01:30,2617.57,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
130,2025-01-07 20:13:29,2170.0,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
131,2025-01-07 20:13:48,5347.52,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
132,2025-01-07 20:28:09,495.92,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
133,2025-01-07 21:29:57,3676.92,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
134,2025-01-07 21:32:47,4011.46,0.0002,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
135,2025-01-07 23:53:02,2086.78,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
136,2025-01-08 02:10:07,1753.37,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
137,2025-01-08 06:47:07,576.26,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
138,2025-01-08 08:08:43,1828.71,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
139,2025-01-08 08:44:50,6022.89,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
140,2025-01-08 08:45:54,1317.76,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
141,2025-01-08 09:20:23,2830.5,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
142,2025-01-08 09:23:25,3703.62,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
143,2025-01-08 09:49:15,4153.65,0.0004,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
144,2025-01-08 10:00:28,1621.31,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
145,2025-01-08 10:09:49,3175.66,0.0002,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
146,2025-01-08 10:14:39,3421.69,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
147,2025-01-08 10:18:30,1672.97,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
148,2025-01-08 11:39:25,2240.14,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
149,2025-01-08 11:44:37,1928.56,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
150,2025-01-08 12:05:08,2395.67,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
151,2025-01-08 12:24:36,1038.08,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
152,2025-01-08 13:03:16,2857.95,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
153,2025-01-08 13:09:00,858.3,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
154,2025-01-08 13:09:59,769.05,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
155,2025-01-08 15:37:38,1441.61,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
156,2025-01-08 15:42:04,874.33,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
157,2025-01-08 15:49:09,1912.93,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
158,2025-01-08 16:04:39,1773.11,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
159,2025-01-08 16:06:14,1217.61,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
160,2025-01-08 16:13:55,3329.5,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
161,2025-01-08 16:28:03,1930.77,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
162,2025-01-08 16:34:33,2375.2,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
163,2025-01-08 17:13:28,1341.38,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
164,2025-01-08 17:17:22,1080.55,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
165,2025-01-08 18:07:23,855.42,0.0002,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
166,2025-01-08 18:10:50,556.51,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
167,2025-01-08 18:21:42,1556.85,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
168,2025-01-08 18:39:08,806.07,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
169,2025-01-08 18:56:17,4375.38,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
170,2025-01-08 19:06:22,5960.61,0.0008,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
171,2025-01-08 19:13:13,6344.82,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
172,2025-01-08 19:43:59,2564.93,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
173,2025-01-08 20:37:02,618.64,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
174,2025-01-08 20:42:49,1300.67,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
175,2025-01-08 21:06:54,2545.2,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
176,2025-01-08 21:25:23,1074.82,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
177,2025-01-08 21:58:45,2824.18,0.0018,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
178,2025-01-08 22:53:51,1807.87,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
179,2025-01-08 23:45:39,627.1,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
180,2025-01-09 01:17:16,2220.25,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
181,2025-01-09 03:30:08,5182.48,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
182,2025-01-09 04:28:55,2065.88,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
183,2025-01-09 06:26:04,4466.92,0.0012,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
184,2025-01-09 06:36:56,1069.02,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
185,2025-01-09 06:54:07,1441.03,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
186,2025-01-09 08:31:41,1866.05,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
187,2025-01-09 08:45:35,3034.7,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
188,2025-01-09 09:05:04,2920.57,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
189,2025-01-09 09:23:14,3483.29,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
190,2025-01-09 09:45:40,685.71,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
191,2025-01-09 09:53:20,1478.82,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
192,2025-01-09 10:06:20,799.13,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
193,2025-01-09 10:54:22,1764.23,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
194,2025-01-09 11:06:30,1204.26,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
195,2025-01-09 11:34:45,1093.51,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
196,2025-01-09 11:49:19,1053.31,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
197,2025-01-09 12:29:48,1833.69,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
198,2025-01-09 14:05:16,3453.54,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
199,2025-01-09 15:01:12,4624.65,0.0002,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
200,2025-01-09 15:29:38,1768.59,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
201,2025-01-09 15:40:52,1742.99,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
202,2025-01-09 15:41:57,3556.9,0.0001,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
203,2025-01-09 15:44:23,1650.44,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
204,2025-01-09 15:46:41,2481.49,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
205,2025-01-09 16:35:58,4152.3,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
206,2025-01-09 17:36:56,1735.69,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
207,2025-01-09 18:05:40,916.77,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
208,2025-01-09 18:26:57,549.49,0.0003,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
209,2025-01-09 18:43:37,5761.52,0.0,0.0,0,APPROVE,0,APPROVED_LOW_RISK,sentinelrisk-policy-v1
