id,merchant_id,customer_id,device_id,payment_instrument_id,amount,currency,timestamp,status,is_fraud,fraud_archetype,fraud_case_id,is_fraud_ground_truth
23,715,24184,31598,32544,1531.09,INR,2025-01-03 17:44:03,captured,False,none,,False
24,1312,33224,43404,44749,886.1,INR,2025-01-03 17:49:15,captured,False,none,,False
25,853,4547,5988,6130,3578.0,INR,2025-01-03 18:09:31,captured,False,none,,False
26,1392,3255,4250,4376,2810.59,INR,2025-01-03 18:37:17,failed,False,none,,False
27,1072,36106,47193,48595,1626.59,INR,2025-01-03 19:10:44,captured,False,none,,False
28,779,1845,2390,2496,1232.55,INR,2025-01-03 19:37:27,captured,False,none,,False
29,372,32139,5573,43245,4308.14,INR,2025-01-03 20:44:47,captured,False,none,,False
30,658,39129,51157,52651,2029.32,INR,2025-01-03 20:52:04,cancelled,False,none,,False
31,1477,27568,36019,37112,2230.87,INR,2025-01-03 23:09:09,captured,False,none,,False
32,1067,30809,40256,41479,1438.32,INR,2025-01-04 00:52:37,captured,False,none,,False
33,1327,12163,15868,16349,1185.59,INR,2025-01-04 01:56:05,captured,False,none,,False
34,715,3385,4444,4553,3183.29,INR,2025-01-04 06:40:56,captured,False,none,,False
35,202,31615,41294,42536,2023.84,INR,2025-01-04 10:02:16,captured,False,none,,False
36,323,16209,21185,21808,1546.71,INR,2025-01-04 10:59:48,captured,False,none,,False
37,167,32916,42998,44320,2683.99,INR,2025-01-04 12:03:10,captured,False,none,,False
38,1207,26436,34513,35577,10592.87,INR,2025-01-04 12:14:12,captured,False,none,,False
39,736,8327,10881,11198,5797.54,INR,2025-01-04 12:48:19,captured,False,none,,False
40,1096,208,270,278,1828.39,INR,2025-01-04 12:51:54,captured,False,none,,False
41,373,2845,3714,3861,1164.71,INR,2025-01-04 13:31:12,captured,False,none,,False
42,1342,25600,33443,34448,1476.9,INR,2025-01-04 14:01:04,captured,False,none,,False
43,476,26124,34106,35155,590.78,INR,2025-01-04 14:39:40,captured,False,none,,False
44,904,3543,4650,4777,384.3,INR,2025-01-04 15:21:57,captured,False,none,,False
45,1277,32053,41877,43126,1831.09,INR,2025-01-04 15:24:09,captured,False,none,,False
46,2,29781,38918,40096,1886.67,INR,2025-01-04 17:19:13,captured,False,none,,False
47,1128,15440,20170,20771,1754.06,INR,2025-01-04 17:50:57,captured,False,none,,False
48,630,9340,12221,12574,2386.33,INR,2025-01-04 17:50:59,captured,False,none,,False
49,631,38030,49744,51173,3411.14,INR,2025-01-04 21:11:54,cancelled,False,none,,False
50,990,8257,10791,11109,3724.26,INR,2025-01-05 00:04:49,captured,False,none,,False
51,1201,24960,32586,33591,3600.04,INR,2025-01-05 06:23:00,captured,False,none,,False
52,1062,14630,19103,19692,1261.01,INR,2025-01-05 09:12:58,captured,False,none,,False
53,944,358,459,479,585.46,INR,2025-01-05 12:19:18,cancelled,False,none,,False
54,864,29098,38037,39169,2693.86,INR,2025-01-05 13:52:12,captured,False,none,,False
55,373,5130,6726,6901,690.68,INR,2025-01-05 14:15:30,captured,False,none,,False
56,981,33452,43709,45049,1037.72,INR,2025-01-05 15:17:15,captured,False,none,,False
57,996,18266,23891,24584,369.34,INR,2025-01-05 16:30:15,captured,False,none,,False
58,79,39981,52286,53801,1623.67,INR,2025-01-05 17:18:15,captured,False,none,,False
59,941,32540,42505,43794,1232.66,INR,2025-01-05 17:55:06,failed,False,none,,False
60,1173,22366,29233,30090,847.85,INR,2025-01-05 18:03:08,captured,False,none,,False
61,1322,3918,5162,5279,1478.9,INR,2025-01-05 18:20:40,captured,False,none,,False
62,329,33766,44118,45462,1492.96,INR,2025-01-05 18:30:29,captured,False,none,,False
63,214,14372,18755,19336,1510.47,INR,2025-01-05 20:24:41,captured,False,none,,False
64,503,1012,1306,1360,1021.01,INR,2025-01-05 20:32:21,cancelled,False,none,,False
65,367,1845,2390,2496,561.34,INR,2025-01-05 21:10:01,captured,False,none,,False
66,604,10095,13198,13605,3654.29,INR,2025-01-05 21:15:41,captured,False,none,,False
67,557,20544,26839,27613,1003.7,INR,2025-01-05 22:19:28,captured,False,none,,False
68,727,3175,4143,4282,573.31,INR,2025-01-05 23:23:00,captured,False,none,,False
69,577,34199,44679,46026,2699.97,INR,2025-01-06 07:47:49,captured,False,none,,False
70,1262,1595,2062,2154,995.7,INR,2025-01-06 08:12:32,failed,False,none,,False
71,957,39913,52191,53716,1260.2,INR,2025-01-06 09:09:08,captured,False,none,,False
72,677,34149,44619,45968,1806.5,INR,2025-01-06 09:56:23,captured,False,none,,False
73,1191,36421,47607,49016,1745.54,INR,2025-01-06 10:03:52,captured,False,none,,False
74,1156,2385,3115,3236,4077.71,INR,2025-01-06 10:16:00,captured,False,none,,False
75,768,28663,37466,38572,4806.27,INR,2025-01-06 10:24:22,captured,False,none,,False
76,1287,19340,25289,26000,242.24,INR,2025-01-06 10:49:43,captured,False,none,,False
77,132,37472,48991,50423,2290.52,INR,2025-01-06 11:51:26,captured,False,none,,False
78,454,12658,16510,17030,2082.87,INR,2025-01-06 14:00:47,captured,False,none,,False
79,135,2233,2916,3026,1893.02,INR,2025-01-06 14:14:02,captured,False,none,,False
80,1500,16453,21515,22132,1010.18,INR,2025-01-06 15:09:44,captured,False,none,,False
81,719,16640,21753,22372,775.08,INR,2025-01-06 15:29:56,captured,False,none,,False
82,176,6554,8575,8824,3635.0,INR,2025-01-06 15:36:24,captured,False,none,,False
83,199,32540,42505,43794,1679.18,INR,2025-01-06 15:48:27,captured,False,none,,False
84,834,39242,51302,52802,530.99,INR,2025-01-06 16:40:57,failed,False,none,,False
85,940,27062,35362,36412,902.42,INR,2025-01-06 16:48:00,captured,False,none,,False
86,1218,39129,51157,52651,3735.05,INR,2025-01-06 17:12:17,captured,False,none,,False
87,176,25951,33890,34920,4562.85,INR,2025-01-06 17:19:01,captured,False,none,,False
88,269,30081,39302,40500,4103.52,INR,2025-01-06 17:45:03,captured,False,none,,False
89,991,2316,3024,3141,5859.83,INR,2025-01-06 18:40:07,captured,False,none,,False
90,176,19485,25480,26205,3119.6,INR,2025-01-06 18:47:19,captured,False,none,,False
91,1357,38116,49845,51282,5276.57,INR,2025-01-06 19:17:13,captured,False,none,,False
92,205,3315,4334,4450,3658.09,INR,2025-01-06 20:02:08,captured,False,none,,False
93,165,17010,22226,22860,3181.19,INR,2025-01-06 20:49:54,captured,False,none,,False
94,235,3302,4316,4431,756.92,INR,2025-01-06 21:12:12,captured,False,none,,False
95,1366,2170,2836,2944,7715.29,INR,2025-01-06 23:44:19,captured,False,none,,False
96,79,38116,49845,51282,2733.0,INR,2025-01-06 23:45:17,captured,False,none,,False
97,561,19288,25222,25922,579.45,INR,2025-01-06 23:57:10,captured,False,none,,False
98,139,2593,3385,3512,769.92,INR,2025-01-07 00:40:13,captured,False,none,,False
99,1078,34661,45306,46656,6089.28,INR,2025-01-07 02:03:14,captured,False,none,,False
100,771,13987,18246,18817,856.89,INR,2025-01-07 05:34:39,captured,False,none,,False
101,239,19082,24951,25652,5642.18,INR,2025-01-07 05:38:01,captured,False,none,,False
102,214,39332,51414,52922,8949.94,INR,2025-01-07 06:54:34,captured,False,none,,False
103,383,2865,3739,3884,2365.63,INR,2025-01-07 08:03:07,captured,False,none,,False
104,1122,8799,11508,11849,3692.11,INR,2025-01-07 08:09:09,captured,False,none,,False
105,455,7058,9228,9499,3672.57,INR,2025-01-07 10:09:47,captured,False,none,,False
106,83,24545,32064,33035,993.46,INR,2025-01-07 10:29:14,captured,False,none,,False
107,576,37569,49111,50556,6814.91,INR,2025-01-07 11:04:21,captured,False,none,,False
108,455,8799,11508,11849,3501.78,INR,2025-01-07 11:31:33,captured,False,none,,False
109,1135,2575,3360,3486,1904.76,INR,2025-01-07 11:39:46,captured,False,none,,False
110,818,10460,13661,14073,5359.39,INR,2025-01-07 12:49:06,captured,False,none,,False
111,350,13666,17836,18379,1967.52,INR,2025-01-07 13:39:31,failed,False,none,,False
112,1395,14834,19375,19965,1803.42,INR,2025-01-07 14:13:30,captured,False,none,,False
113,132,13333,17386,17940,1102.64,INR,2025-01-07 14:23:25,captured,False,none,,False
114,818,12702,16566,17093,12130.06,INR,2025-01-07 14:39:10,captured,False,none,,False
115,777,17446,22808,23464,2679.78,INR,2025-01-07 14:49:29,captured,False,none,,False
116,641,38671,50570,52039,587.92,INR,2025-01-07 16:06:33,captured,False,none,,False
117,837,6198,8118,8338,5038.5,INR,2025-01-07 16:42:35,captured,False,none,,False
118,1056,9697,12680,13046,3889.06,INR,2025-01-07 17:11:57,captured,False,none,,False
119,994,35530,46441,47818,935.05,INR,2025-01-07 17:44:26,captured,False,none,,False
120,1027,7079,9255,9528,1869.88,INR,2025-01-07 17:44:45,captured,False,none,,False
121,1302,1279,1655,1720,2284.49,INR,2025-01-07 18:06:17,captured,False,none,,False
122,336,37729,49333,50773,9487.49,INR,2025-01-07 18:32:41,captured,False,none,,False
123,910,4062,5357,5470,1084.05,INR,2025-01-07 19:06:04,captured,False,none,,False
124,1431,20418,26681,27441,1416.54,INR,2025-01-07 19:11:07,captured,False,none,,False
125,837,30916,40392,41614,3030.89,INR,2025-01-07 19:26:33,captured,False,none,,False
126,640,10572,13805,14234,3469.43,INR,2025-01-07 19:39:46,captured,False,none,,False
127,773,25340,33096,34091,2022.08,INR,2025-01-07 19:48:52,captured,False,none,,False
128,730,39620,51802,53320,9092.17,INR,2025-01-07 19:50:13,captured,False,none,,False
129,364,18978,24811,25509,2617.57,INR,2025-01-07 20:01:30,captured,False,none,,False
130,79,32558,42527,43816,2170.0,INR,2025-01-07 20:13:29,captured,False,none,,False
131,972,25005,32648,33647,5347.52,INR,2025-01-07 20:13:48,captured,False,none,,False
132,1238,25617,33468,34470,495.92,INR,2025-01-07 20:28:09,captured,False,none,,False
133,979,11554,15085,15538,3676.92,INR,2025-01-07 21:29:57,captured,False,none,,False
134,797,27249,35602,36670,4011.46,INR,2025-01-07 21:32:47,captured,False,none,,False
135,891,36631,47881,49294,2086.78,INR,2025-01-07 23:53:02,captured,False,none,,False
136,60,26282,34312,35373,1753.37,INR,2025-01-08 02:10:07,captured,False,none,,False
137,206,26398,34467,35524,576.26,INR,2025-01-08 06:47:07,captured,False,none,,False
138,1146,4404,5809,5940,1828.71,INR,2025-01-08 08:08:43,captured,False,none,,False
139,18,28663,37466,38572,6022.89,INR,2025-01-08 08:44:50,captured,False,none,,False
140,373,9224,12059,12419,1317.76,INR,2025-01-08 08:45:54,captured,False,none,,False
141,695,4981,6533,6702,2830.5,INR,2025-01-08 09:20:23,captured,False,none,,False
142,961,2519,3290,3410,3703.62,INR,2025-01-08 09:23:25,captured,False,none,,False
143,1226,9763,12771,13134,4153.65,INR,2025-01-08 09:49:15,captured,False,none,,False
144,180,3455,4539,4646,1621.31,INR,2025-01-08 10:00:28,captured,False,none,,False
145,561,19019,24862,25561,3175.66,INR,2025-01-08 10:09:49,captured,False,none,,False
146,1144,13499,17612,18161,3421.69,INR,2025-01-08 10:14:39,captured,False,none,,False
147,460,4404,5810,5940,1672.97,INR,2025-01-08 10:18:30,captured,False,none,,False
148,209,33097,43236,44568,2240.14,INR,2025-01-08 11:39:25,captured,False,none,,False
149,64,35620,46560,47947,1928.56,INR,2025-01-08 11:44:37,captured,False,none,,False
150,714,32474,42414,43697,2395.67,INR,2025-01-08 12:05:08,captured,False,none,,False
151,644,16835,21989,22634,1038.08,INR,2025-01-08 12:24:36,captured,False,none,,False
152,1036,12163,15868,16349,2857.95,INR,2025-01-08 13:03:16,captured,False,none,,False
153,1480,26609,34747,35793,858.3,INR,2025-01-08 13:09:00,captured,False,none,,False
154,910,4345,5729,5864,769.05,INR,2025-01-08 13:09:59,cancelled,False,none,,False
155,658,38408,50227,51683,1441.61,INR,2025-01-08 15:37:38,captured,False,none,,False
156,77,38843,50783,52265,874.33,INR,2025-01-08 15:42:04,captured,False,none,,False
157,880,4276,5637,5765,1912.93,INR,2025-01-08 15:49:09,captured,False,none,,False
158,1338,34857,45556,46927,1773.11,INR,2025-01-08 16:04:39,cancelled,False,none,,False
159,196,2633,3432,3571,1217.61,INR,2025-01-08 16:06:14,captured,False,none,,False
160,485,34742,45404,46769,3329.5,INR,2025-01-08 16:13:55,failed,False,none,,False
161,964,10588,13829,14255,1930.77,INR,2025-01-08 16:28:03,captured,False,none,,False
162,371,22699,29647,30537,2375.2,INR,2025-01-08 16:34:33,failed,False,none,,False
163,1379,19500,25499,26222,1341.38,INR,2025-01-08 17:13:28,captured,False,none,,False
164,1029,13286,17326,17879,1080.55,INR,2025-01-08 17:17:22,captured,False,none,,False
165,1260,23036,30084,30978,855.42,INR,2025-01-08 18:07:23,captured,False,none,,False
166,166,19762,25824,26564,556.51,INR,2025-01-08 18:10:50,captured,False,none,,False
167,373,23147,30239,31119,1556.85,INR,2025-01-08 18:21:42,captured,False,none,,False
168,1464,25099,32772,33772,806.07,INR,2025-01-08 18:39:08,captured,False,none,,False
169,381,17010,22226,22860,4375.38,INR,2025-01-08 18:56:17,captured,False,none,,False
170,1474,15293,19970,20575,5960.61,INR,2025-01-08 19:06:22,captured,True,none,,False
171,529,19513,25513,26239,6344.82,INR,2025-01-08 19:13:13,captured,False,none,,False
172,214,28412,37136,38229,2564.93,INR,2025-01-08 19:43:59,captured,False,none,,False
173,801,33673,43993,45338,618.64,INR,2025-01-08 20:37:02,captured,False,none,,False
174,682,25951,33890,34920,1300.67,INR,2025-01-08 20:42:49,captured,False,none,,False
175,1075,12046,15719,16193,2545.2,INR,2025-01-08 21:06:54,captured,False,none,,False
176,223,2690,3512,3647,1074.82,INR,2025-01-08 21:25:23,captured,False,none,,False
177,242,30916,40392,41614,2824.18,INR,2025-01-08 21:58:45,captured,False,none,,False
178,1119,38956,50928,52420,1807.87,INR,2025-01-08 22:53:51,captured,False,none,,False
179,856,19733,25787,26530,627.1,INR,2025-01-08 23:45:39,captured,False,none,,False
180,1443,13537,17665,18215,2220.25,INR,2025-01-09 01:17:16,captured,False,none,,False
181,576,4208,5547,5668,5182.48,INR,2025-01-09 03:30:08,captured,False,none,,False
182,835,3703,4862,4990,2065.88,INR,2025-01-09 04:28:55,captured,False,none,,False
183,917,10068,13167,13573,4466.92,INR,2025-01-09 06:26:04,failed,False,none,,False
184,342,14102,18396,18976,1069.02,INR,2025-01-09 06:36:56,captured,False,none,,False
185,707,15524,20278,20883,1441.03,INR,2025-01-09 06:54:07,captured,False,none,,False
186,1404,36652,47914,49323,1866.05,INR,2025-01-09 08:31:41,captured,False,none,,False
187,179,30695,40108,41325,3034.7,INR,2025-01-09 08:45:35,captured,False,none,,False
188,23,26146,34134,35185,2920.57,INR,2025-01-09 09:05:04,captured,True,none,,False
189,165,8799,11508,11849,3483.29,INR,2025-01-09 09:23:14,failed,False,none,,False
190,173,6872,8995,9251,685.71,INR,2025-01-09 09:45:40,captured,False,none,,False
191,707,34531,45137,46479,1478.82,INR,2025-01-09 09:53:20,captured,False,none,,False
192,1316,19896,25994,26749,799.13,INR,2025-01-09 10:06:20,captured,False,none,,False
193,1393,39913,52191,53716,1764.23,INR,2025-01-09 10:54:22,captured,True,none,,False
194,592,14253,18598,19179,1204.26,INR,2025-01-09 11:06:30,captured,False,none,,False
195,736,10421,13609,14023,1093.51,INR,2025-01-09 11:34:45,captured,False,none,,False
196,1464,12650,16495,17015,1053.31,INR,2025-01-09 11:49:19,captured,False,none,,False
197,410,21230,27740,28541,1833.69,INR,2025-01-09 12:29:48,captured,False,none,,False
198,1386,17307,22623,23264,3453.54,INR,2025-01-09 14:05:16,captured,False,none,,False
199,478,25340,33098,34091,4624.65,INR,2025-01-09 15:01:12,captured,False,none,,False
200,1100,16214,21193,21814,1768.59,INR,2025-01-09 15:29:38,captured,False,none,,False
201,373,36267,47400,48808,1742.99,INR,2025-01-09 15:40:52,captured,False,none,,False
202,468,24562,32084,33060,3556.9,INR,2025-01-09 15:41:57,failed,False,none,,False
203,1440,5588,7337,7516,1650.44,INR,2025-01-09 15:44:23,captured,False,none,,False
204,506,29808,38950,40129,2481.49,INR,2025-01-09 15:46:41,failed,False,none,,False
205,735,15362,20054,20668,4152.3,INR,2025-01-09 16:35:58,captured,False,none,,False
206,706,15981,20877,21506,1735.69,INR,2025-01-09 17:36:56,failed,False,none,,False
207,1312,24724,32300,33285,916.77,INR,2025-01-09 18:05:40,captured,False,none,,False
208,1404,25099,32772,33772,549.49,INR,2025-01-09 18:26:57,captured,False,none,,False
209,633,19922,26026,26781,5761.52,INR,2025-01-09 18:43:37,captured,False,none,,False
210,797,26595,34726,35773,7038.55,INR,2025-01-09 18:48:41,captured,False,none,,False
211,1485,7002,9162,9432,718.36,INR,2025-01-09 18:52:14,captured,False,none,,False
212,497,10496,13711,14134,1119.63,INR,2025-01-09 19:23:33,captured,False,none,,False
213,18,24372,31846,32802,4269.93,INR,2025-01-09 20:42:37,captured,False,none,,False
214,961,30267,39546,40749,3236.86,INR,2025-01-09 21:50:05,captured,False,none,,False
215,1289,34799,45470,46844,2761.64,INR,2025-01-09 22:02:35,captured,False,none,,False
216,304,35685,46639,48039,6849.21,INR,2025-01-09 22:16:01,captured,False,none,,False
217,1255,34756,45419,46787,724.1,INR,2025-01-09 22:49:59,captured,False,none,,False
218,1244,34888,45596,46972,3602.22,INR,2025-01-09 23:02:16,captured,False,none,,False
219,953,40,57,51,1131.84,INR,2025-01-09 23:25:00,cancelled,False,none,,False
220,633,15781,20611,21238,4083.72,INR,2025-01-09 23:32:02,captured,False,none,,False
221,640,10572,13805,14234,5951.67,INR,2025-01-09 23:39:07,captured,False,none,,False
222,994,25272,33007,33998,395.56,INR,2025-01-09 23:59:29,captured,False,none,,False
223,453,20553,26848,27623,2481.12,INR,2025-01-10 00:13:48,captured,False,none,,False
224,1452,707,903,944,1755.18,INR,2025-01-10 01:13:15,captured,False,none,,False
225,185,12825,16737,17260,2430.13,INR,2025-01-10 02:47:40,captured,False,none,,False
226,545,12995,16945,17492,2429.36,INR,2025-01-10 03:57:06,captured,False,none,,False
227,438,4208,5547,5668,6301.49,INR,2025-01-10 05:21:11,captured,False,none,,False
228,1441,580,746,782,1522.96,INR,2025-01-10 06:02:35,captured,False,none,,False
229,779,29706,38825,39988,872.94,INR,2025-01-10 06:04:41,captured,False,none,,False
230,483,6872,8995,9251,1832.69,INR,2025-01-10 07:18:22,captured,False,none,,False
231,713,24372,31846,32802,898.26,INR,2025-01-10 07:31:39,captured,False,none,,False
232,403,12741,16621,17148,3461.05,INR,2025-01-10 07:54:44,captured,False,none,,False
233,446,12797,16699,17225,2467.51,INR,2025-01-10 07:55:15,captured,False,none,,False
234,1099,38806,50743,52219,3722.31,INR,2025-01-10 08:05:52,captured,False,none,,False
235,1188,24414,31898,32860,762.4,INR,2025-01-10 08:44:57,captured,False,none,,False
236,1388,17705,23153,23812,1479.64,INR,2025-01-10 09:36:10,captured,False,none,,False
237,470,12386,16157,16646,7950.27,INR,2025-01-10 09:57:29,captured,False,none,,False
238,633,23846,31162,32081,3274.81,INR,2025-01-10 10:07:15,failed,False,none,,False
239,785,32980,43081,44413,1966.84,INR,2025-01-10 10:21:30,captured,False,none,,False
240,216,4769,6267,6414,1186.31,INR,2025-01-10 10:31:59,captured,False,none,,False
241,1230,26962,35234,36271,3215.84,INR,2025-01-10 10:35:18,captured,False,none,,False
242,358,20505,26788,27559,3090.29,INR,2025-01-10 11:01:11,captured,False,none,,False
243,1207,29098,38037,39169,1750.76,INR,2025-01-10 11:06:40,captured,False,none,,False
244,329,15257,19922,20524,728.45,INR,2025-01-10 11:10:24,captured,False,none,,False
245,904,1428,1844,1923,1404.84,INR,2025-01-10 11:29:58,captured,False,none,,False
246,1391,16689,21812,22441,513.41,INR,2025-01-10 12:06:45,captured,False,none,,False
247,1047,2633,3432,3571,840.82,INR,2025-01-10 12:09:42,captured,False,none,,False
248,386,31552,41214,42443,447.51,INR,2025-01-10 12:12:30,captured,False,none,,False
249,779,31592,41268,42502,1679.36,INR,2025-01-10 12:35:42,captured,False,none,,False
250,1355,30953,40442,41663,2398.23,INR,2025-01-10 13:12:25,captured,False,none,,False
251,1110,29769,38903,40078,4222.08,INR,2025-01-10 13:23:27,captured,False,none,,False
252,147,7850,10250,10561,627.84,INR,2025-01-10 13:24:50,captured,False,none,,False
253,1193,36520,47728,49153,2892.88,INR,2025-01-10 13:34:33,captured,False,none,,False
254,20,18245,23866,24551,1115.79,INR,2025-01-10 13:38:29,captured,False,none,,False
255,469,38671,50570,52039,1672.78,INR,2025-01-10 14:32:16,captured,False,none,,False
256,920,17041,22263,22899,2989.73,INR,2025-01-10 14:46:25,captured,False,none,,False
257,633,28662,37465,38569,4410.56,INR,2025-01-10 14:48:35,captured,False,none,,False
258,451,16573,21670,22284,6341.58,INR,2025-01-10 15:03:40,captured,True,none,,False
259,837,19776,25842,26583,3071.76,INR,2025-01-10 15:32:13,captured,False,none,,False
260,165,34857,45556,46927,1446.64,INR,2025-01-10 15:36:29,captured,False,none,,False
261,247,8551,11177,11492,1655.79,INR,2025-01-10 15:42:52,captured,False,none,,False
262,681,30511,39873,41087,3321.55,INR,2025-01-10 16:18:52,cancelled,False,none,,False
263,574,38116,49845,51282,1497.36,INR,2025-01-10 16:22:34,captured,False,none,,False
264,1027,10800,14099,14549,1261.05,INR,2025-01-10 16:41:35,captured,False,none,,False
265,801,25489,33296,34302,1133.07,INR,2025-01-10 16:44:00,captured,False,none,,False
266,24,614,788,823,2230.18,INR,2025-01-10 16:51:50,captured,False,none,,False
267,748,11283,14720,15182,1332.51,INR,2025-01-10 17:30:09,captured,False,none,,False
268,255,19428,25403,26126,1290.12,INR,2025-01-10 17:30:56,captured,False,none,,False
269,570,17639,23069,23721,6360.08,INR,2025-01-10 17:43:13,captured,False,none,,False
270,201,30183,39432,40636,1833.18,INR,2025-01-10 18:35:11,captured,False,none,,False
271,972,9566,12509,12873,5002.24,INR,2025-01-10 18:50:06,failed,False,none,,False
272,667,25552,33377,34386,1785.23,INR,2025-01-10 19:13:54,captured,False,none,,False
273,1027,15917,20796,21411,590.09,INR,2025-01-10 20:01:22,captured,False,none,,False
274,665,31568,41235,42467,1272.18,INR,2025-01-10 20:05:27,captured,False,none,,False
275,112,4134,5451,5564,10290.24,INR,2025-01-10 20:18:27,captured,False,none,,False
276,1300,13822,18032,18598,15402.27,INR,2025-01-10 20:22:06,captured,False,none,,False
277,1099,8756,11453,11791,2077.92,INR,2025-01-10 21:26:06,captured,False,none,,False
278,1120,8086,10563,10870,4918.72,INR,2025-01-10 22:13:47,captured,False,none,,False
279,889,13822,18032,18598,4561.71,INR,2025-01-10 22:15:24,captured,False,none,,False
280,1238,35463,46349,47734,1617.31,INR,2025-01-10 23:23:09,captured,False,none,,False
281,678,5440,7135,7316,7844.19,INR,2025-01-10 23:23:46,captured,False,none,,False
282,1242,6646,8691,8948,1515.36,INR,2025-01-10 23:33:46,captured,False,none,,False
283,228,4249,5599,5726,2412.41,INR,2025-01-10 23:43:34,captured,False,none,,False
284,690,34606,45239,46580,16963.53,INR,2025-01-10 23:50:49,captured,False,none,,False
285,65,13883,18110,18677,1536.48,INR,2025-01-11 01:34:31,captured,False,none,,False
286,317,2793,24687,3789,4173.55,INR,2025-01-11 03:34:55,captured,False,none,,False
287,843,23187,30292,31179,5869.38,INR,2025-01-11 06:02:16,captured,False,none,,False
288,711,2703,3527,3662,2603.24,INR,2025-01-11 06:18:41,captured,False,none,,False
289,576,16160,21114,21744,4434.74,INR,2025-01-11 08:19:02,captured,False,none,,False
290,352,32780,42815,44133,1195.98,INR,2025-01-11 09:45:01,captured,False,none,,False
291,1363,5418,7106,7282,4773.95,INR,2025-01-11 10:04:48,captured,False,none,,False
292,1030,13586,17733,18281,1068.51,INR,2025-01-11 10:27:29,captured,False,none,,False
293,363,9520,12455,12815,3036.89,INR,2025-01-11 10:39:11,captured,False,none,,False
294,1007,1125,1452,1509,1177.15,INR,2025-01-11 10:48:05,captured,False,none,,False
295,525,13066,17035,17583,1681.74,INR,2025-01-11 11:12:04,captured,False,none,,False
296,1404,23144,30236,31116,1170.35,INR,2025-01-11 11:12:43,captured,False,none,,False
297,1211,31592,41268,42502,1654.89,INR,2025-01-11 12:16:41,cancelled,False,none,,False
298,573,29273,38260,39406,896.18,INR,2025-01-11 12:38:58,captured,False,none,,False
299,446,18284,23911,24605,2156.59,INR,2025-01-11 13:10:44,captured,False,none,,False
300,60,2633,3432,3571,1655.79,INR,2025-01-11 13:16:06,failed,False,none,,False
301,170,16453,21515,22132,970.93,INR,2025-01-11 13:25:54,captured,False,none,,False
302,692,21340,27886,28680,3318.24,INR,2025-01-11 13:55:49,captured,False,none,,False
303,191,29292,38283,39431,2405.98,INR,2025-01-11 14:04:00,captured,False,none,,False
304,961,36693,47965,49377,3729.79,INR,2025-01-11 14:07:50,captured,False,none,,False
305,710,31792,41524,42773,1174.91,INR,2025-01-11 14:09:29,captured,False,none,,False
306,260,8156,10659,10970,1796.79,INR,2025-01-11 14:09:53,failed,False,none,,False
307,251,3389,4450,4558,609.09,INR,2025-01-11 14:22:58,captured,False,none,,False
308,1376,10737,14020,14459,1896.94,INR,2025-01-11 14:28:01,captured,False,none,,False
309,852,32988,43093,44422,1305.4,INR,2025-01-11 14:45:48,captured,False,none,,False
310,205,23021,30065,30960,7445.42,INR,2025-01-11 14:56:30,captured,False,none,,False
311,772,35449,46331,47713,6100.41,INR,2025-01-11 15:02:24,captured,False,none,,False
312,991,35433,46311,47690,1228.98,INR,2025-01-11 16:07:36,failed,False,none,,False
313,591,15891,20760,21379,1289.27,INR,2025-01-11 16:32:39,cancelled,False,none,,False
