id,transaction_id,reason,status,created_at
55,7710,unauthorized_transaction,under_review,2025-03-07 06:15:30
56,3989,fraud_reported,under_review,2025-03-07 08:03:44
57,6490,defective_merchandise,resolved,2025-03-07 16:57:57
58,6346,card_compromised,resolved,2025-03-07 22:49:13
59,7413,product_not_received,resolved,2025-03-08 01:49:56
60,7594,card_compromised,resolved,2025-03-08 03:41:58
61,4665,billing_error,resolved,2025-03-08 19:31:26
62,7984,unauthorized_transaction,resolved,2025-03-08 20:27:32
63,7561,unauthorized_transaction,under_review,2025-03-08 21:22:04
64,3048,defective_merchandise,open,2025-03-08 23:57:27
65,6338,card_compromised,under_review,2025-03-09 10:59:51
66,7761,defective_merchandise,resolved,2025-03-09 11:49:40
67,6446,fraud_reported,resolved,2025-03-09 14:30:49
68,10016,unauthorized_transaction,resolved,2025-03-09 19:23:12
69,8635,billing_error,resolved,2025-03-09 21:29:50
70,2465,cancelled_recurring,resolved,2025-03-10 12:47:26
71,11040,product_not_received,resolved,2025-03-10 22:57:09
72,12773,card_compromised,open,2025-03-11 19:26:08
73,7618,unauthorized_transaction,open,2025-03-12 01:34:14
74,4887,unauthorized_transaction,resolved,2025-03-12 04:59:44
75,4577,unauthorized_transaction,resolved,2025-03-12 05:16:51
76,4864,fraud_reported,escalated,2025-03-12 09:53:37
77,11659,billing_error,resolved,2025-03-12 17:51:56
78,12612,card_compromised,resolved,2025-03-12 22:10:23
79,10823,card_compromised,resolved,2025-03-13 02:22:14
80,5791,unauthorized_transaction,resolved,2025-03-13 04:33:05
81,7199,card_compromised,under_review,2025-03-13 10:23:13
82,7217,fraud_reported,resolved,2025-03-13 14:20:17
83,2570,fraud_reported,resolved,2025-03-13 23:43:09
84,10814,unauthorized_transaction,resolved,2025-03-14 08:15:58
85,12991,fraud_reported,under_review,2025-03-14 14:38:44
86,3982,fraud_reported,resolved,2025-03-14 19:35:17
87,7539,defective_merchandise,under_review,2025-03-14 23:26:37
88,13322,unauthorized_transaction,under_review,2025-03-14 23:34:51
89,6398,product_not_received,open,2025-03-15 01:24:20
90,10395,defective_merchandise,open,2025-03-15 05:43:23
91,12061,product_not_received,resolved,2025-03-15 10:45:09
92,6332,unauthorized_transaction,resolved,2025-03-15 17:31:41
93,5595,product_not_received,resolved,2025-03-15 20:24:20
94,10142,defective_merchandise,resolved,2025-03-15 21:33:40
95,10791,billing_error,resolved,2025-03-16 04:04:43
96,12998,fraud_reported,resolved,2025-03-16 21:39:26
97,5389,billing_error,resolved,2025-03-16 23:59:12
98,12554,product_not_received,resolved,2025-03-17 01:51:57
99,6519,defective_merchandise,under_review,2025-03-17 02:34:17
100,12154,product_not_received,under_review,2025-03-17 04:16:31
101,12610,cancelled_recurring,resolved,2025-03-17 04:53:38
102,12228,billing_error,under_review,2025-03-17 08:55:37
103,5042,defective_merchandise,resolved,2025-03-18 02:39:10
104,5786,unauthorized_transaction,open,2025-03-18 02:41:27
105,10748,billing_error,resolved,2025-03-18 03:16:09
106,9916,cancelled_recurring,resolved,2025-03-18 03:38:32
107,4585,card_compromised,resolved,2025-03-18 05:12:34
108,14259,billing_error,under_review,2025-03-18 11:54:35
109,12184,fraud_reported,under_review,2025-03-19 01:14:59
110,5520,cancelled_recurring,under_review,2025-03-19 02:06:28
111,13254,fraud_reported,resolved,2025-03-19 07:12:53
112,6077,defective_merchandise,under_review,2025-03-19 07:36:54
113,10017,card_compromised,resolved,2025-03-19 11:35:15
114,6436,fraud_reported,resolved,2025-03-19 14:35:18
115,4807,unauthorized_transaction,under_review,2025-03-19 17:48:16
116,13325,card_compromised,resolved,2025-03-19 21:02:44
117,15715,unauthorized_transaction,resolved,2025-03-20 06:08:26
118,8273,defective_merchandise,resolved,2025-03-20 08:42:55
119,7713,unauthorized_transaction,under_review,2025-03-20 12:33:58
120,13308,unauthorized_transaction,resolved,2025-03-20 14:34:58
121,12604,unauthorized_transaction,resolved,2025-03-20 15:24:53
122,6422,product_not_received,open,2025-03-20 17:19:38
123,7475,unauthorized_transaction,resolved,2025-03-21 07:08:42
124,12724,unauthorized_transaction,resolved,2025-03-21 17:44:56
125,7859,defective_merchandise,resolved,2025-03-21 19:15:20
126,5120,product_not_received,under_review,2025-03-21 20:05:29
127,13318,unauthorized_transaction,resolved,2025-03-22 17:17:27
128,3981,unauthorized_transaction,open,2025-03-22 23:58:13
129,13262,product_not_received,escalated,2025-03-23 01:04:52
130,4579,fraud_reported,escalated,2025-03-23 03:11:51
131,12860,fraud_reported,resolved,2025-03-23 12:59:15
132,12599,unauthorized_transaction,resolved,2025-03-23 20:19:04
133,10593,defective_merchandise,resolved,2025-03-23 23:01:43
134,6345,card_compromised,under_review,2025-03-23 23:14:54
135,9029,cancelled_recurring,resolved,2025-03-24 02:46:46
136,13242,billing_error,open,2025-03-24 05:17:33
137,7174,unauthorized_transaction,open,2025-03-24 14:40:18
138,5805,fraud_reported,resolved,2025-03-24 18:43:18
139,15709,fraud_reported,resolved,2025-03-24 22:01:07
140,4583,fraud_reported,resolved,2025-03-24 22:58:10
141,6922,billing_error,under_review,2025-03-25 06:12:48
142,15049,billing_error,resolved,2025-03-25 11:29:05
143,10824,card_compromised,under_review,2025-03-25 14:09:32
144,4739,fraud_reported,resolved,2025-03-25 16:17:34
145,10375,card_compromised,under_review,2025-03-25 18:00:56
146,8404,product_not_received,resolved,2025-03-26 00:05:17
147,9003,defective_merchandise,resolved,2025-03-26 13:11:34
148,17397,cancelled_recurring,open,2025-03-26 15:47:24
149,10311,defective_merchandise,under_review,2025-03-26 20:18:50
150,15723,fraud_reported,under_review,2025-03-26 23:23:14
151,7990,card_compromised,resolved,2025-03-27 00:20:46
152,11917,cancelled_recurring,under_review,2025-03-27 01:54:28
153,6211,product_not_received,escalated,2025-03-27 04:29:37
154,17690,product_not_received,resolved,2025-03-27 06:00:46
155,10013,fraud_reported,resolved,2025-03-27 13:28:28
156,10819,card_compromised,under_review,2025-03-27 16:20:19
157,12190,fraud_reported,escalated,2025-03-27 18:50:41
158,12967,fraud_reported,open,2025-03-27 18:56:02
159,7554,unauthorized_transaction,open,2025-03-28 00:52:00
160,10439,defective_merchandise,resolved,2025-03-28 03:30:01
161,5796,card_compromised,resolved,2025-03-28 05:09:54
162,6441,fraud_reported,resolved,2025-03-28 05:33:29
163,6872,product_not_received,under_review,2025-03-28 06:14:28
164,16397,billing_error,under_review,2025-03-28 06:19:25
165,6275,product_not_received,resolved,2025-03-28 11:38:49
166,12847,fraud_reported,resolved,2025-03-28 14:53:37
167,7723,card_compromised,resolved,2025-03-28 22:55:55
168,10754,billing_error,resolved,2025-03-29 02:45:43
169,9375,cancelled_recurring,under_review,2025-03-29 10:47:00
170,17415,billing_error,under_review,2025-03-29 12:36:23
171,18414,cancelled_recurring,resolved,2025-03-29 23:28:43
172,13320,card_compromised,resolved,2025-03-29 23:34:07
173,19559,defective_merchandise,resolved,2025-03-30 00:58:04
174,7274,unauthorized_transaction,open,2025-03-30 04:50:25
175,6383,defective_merchandise,resolved,2025-03-30 05:50:55
176,5901,defective_merchandise,escalated,2025-03-30 06:23:11
177,16864,cancelled_recurring,escalated,2025-03-30 21:27:58
178,19404,product_not_received,under_review,2025-03-31 02:51:33
179,18846,fraud_reported,open,2025-03-31 04:46:58
180,5799,fraud_reported,resolved,2025-03-31 11:36:29
181,6445,unauthorized_transaction,under_review,2025-03-31 13:16:07
182,11658,billing_error,resolved,2025-03-31 15:09:39
183,10638,billing_error,resolved,2025-03-31 17:46:06
184,12746,billing_error,open,2025-04-01 02:42:00
185,7741,unauthorized_transaction,under_review,2025-04-01 04:10:58
186,18838,card_compromised,resolved,2025-04-01 04:40:13
187,16815,billing_error,under_review,2025-04-01 06:44:21
188,14309,billing_error,open,2025-04-01 14:10:44
189,20243,cancelled_recurring,resolved,2025-04-01 19:20:52
190,9955,cancelled_recurring,resolved,2025-04-01 23:00:00
191,19339,billing_error,under_review,2025-04-02 10:53:46
192,17175,billing_error,resolved,2025-04-02 18:59:56
193,14811,product_not_received,resolved,2025-04-02 21:56:58
194,17190,unauthorized_transaction,resolved,2025-04-02 23:28:34
195,6440,card_compromised,resolved,2025-04-03 03:54:19
196,7939,card_compromised,resolved,2025-04-03 09:06:53
197,11756,billing_error,under_review,2025-04-03 09:17:23
198,16494,defective_merchandise,resolved,2025-04-03 09:33:12
199,10381,fraud_reported,resolved,2025-04-03 10:54:37
200,7305,card_compromised,resolved,2025-04-03 12:38:56
201,7575,fraud_reported,under_review,2025-04-03 13:33:26
202,13015,card_compromised,resolved,2025-04-03 15:11:23
203,20693,cancelled_recurring,open,2025-04-03 22:14:23
204,10232,product_not_received,resolved,2025-04-04 04:17:48
205,19008,product_not_received,under_review,2025-04-04 12:07:59
206,11646,cancelled_recurring,open,2025-04-04 15:34:02
207,16952,product_not_received,under_review,2025-04-04 17:36:09
208,18835,card_compromised,under_review,2025-04-04 19:11:29
209,8084,billing_error,open,2025-04-05 05:05:27
210,22173,unauthorized_transaction,under_review,2025-04-05 07:00:17
211,12178,unauthorized_transaction,resolved,2025-04-05 07:38:02
212,21380,card_compromised,under_review,2025-04-05 08:16:32
213,10003,unauthorized_transaction,resolved,2025-04-05 09:40:19
214,18006,cancelled_recurring,resolved,2025-04-05 19:33:20
215,19682,cancelled_recurring,under_review,2025-04-06 03:59:30
216,7983,card_compromised,under_review,2025-04-06 06:46:42
217,17608,unauthorized_transaction,under_review,2025-04-06 13:49:56
218,16818,product_not_received,under_review,2025-04-06 14:49:56
219,9077,billing_error,open,2025-04-06 16:00:42
220,11201,defective_merchandise,resolved,2025-04-07 07:30:51
221,13313,card_compromised,under_review,2025-04-07 09:38:31
222,22462,card_compromised,escalated,2025-04-07 09:50:28
223,13311,unauthorized_transaction,resolved,2025-04-07 13:43:22
224,20604,card_compromised,under_review,2025-04-08 01:29:23
225,21339,product_not_received,resolved,2025-04-08 04:48:09
226,12637,unauthorized_transaction,open,2025-04-08 13:35:00
227,19727,cancelled_recurring,resolved,2025-04-08 20:39:00
228,13327,unauthorized_transaction,resolved,2025-04-09 03:45:51
229,19606,product_not_received,open,2025-04-09 10:49:41
230,10014,fraud_reported,resolved,2025-04-09 11:49:46
231,11321,cancelled_recurring,under_review,2025-04-09 13:42:22
232,17755,defective_merchandise,resolved,2025-04-09 15:17:55
233,17428,billing_error,resolved,2025-04-09 16:37:34
234,13084,card_compromised,resolved,2025-04-10 01:10:52
235,10539,product_not_received,under_review,2025-04-10 08:17:46
236,11717,defective_merchandise,resolved,2025-04-10 20:16:37
237,23530,billing_error,under_review,2025-04-10 20:24:59
238,15724,card_compromised,under_review,2025-04-11 03:38:05
239,10827,card_compromised,resolved,2025-04-11 04:39:24
240,13317,fraud_reported,open,2025-04-11 08:42:49
241,9684,product_not_received,resolved,2025-04-11 17:41:23
242,20115,defective_merchandise,escalated,2025-04-11 22:26:56
243,23276,billing_error,resolved,2025-04-11 23:25:07
244,10012,unauthorized_transaction,resolved,2025-04-12 01:25:52
245,20220,billing_error,escalated,2025-04-12 02:10:57
246,13186,card_compromised,resolved,2025-04-12 13:25:21
247,10665,defective_merchandise,resolved,2025-04-12 14:11:23
248,22465,card_compromised,resolved,2025-04-12 20:01:13
249,15104,defective_merchandise,resolved,2025-04-12 22:57:52
250,20892,billing_error,resolved,2025-04-12 23:05:57
251,22755,fraud_reported,under_review,2025-04-13 02:18:11
252,14386,cancelled_recurring,resolved,2025-04-13 07:18:43
253,15513,cancelled_recurring,resolved,2025-04-13 13:01:18
254,23033,cancelled_recurring,resolved,2025-04-13 15:29:12
255,25019,defective_merchandise,resolved,2025-04-13 18:31:40
256,16336,cancelled_recurring,resolved,2025-04-13 19:58:53
257,25637,product_not_received,under_review,2025-04-13 20:03:38
258,20192,billing_error,resolved,2025-04-13 22:59:28
259,22186,cancelled_recurring,resolved,2025-04-14 04:41:33
260,10002,unauthorized_transaction,resolved,2025-04-14 04:52:12
261,17352,cancelled_recurring,open,2025-04-15 09:13:56
262,15711,fraud_reported,resolved,2025-04-15 10:08:17
263,14082,product_not_received,resolved,2025-04-15 15:55:30
264,22707,fraud_reported,under_review,2025-04-15 17:49:23
265,17479,unauthorized_transaction,resolved,2025-04-16 00:29:22
266,18764,defective_merchandise,under_review,2025-04-16 08:49:59
267,15566,product_not_received,resolved,2025-04-17 04:38:58
268,21781,product_not_received,under_review,2025-04-17 06:36:34
269,12603,card_compromised,resolved,2025-04-17 17:01:28
270,27635,card_compromised,resolved,2025-04-18 02:00:37
271,22776,defective_merchandise,resolved,2025-04-18 07:17:28
272,12760,card_compromised,resolved,2025-04-18 12:15:11
273,21384,unauthorized_transaction,resolved,2025-04-18 17:37:39
274,28617,defective_merchandise,resolved,2025-04-18 20:11:19
275,18841,unauthorized_transaction,open,2025-04-18 21:48:11
276,21047,fraud_reported,escalated,2025-04-18 21:49:03
277,17784,unauthorized_transaction,under_review,2025-04-19 02:15:46
278,25398,card_compromised,under_review,2025-04-19 05:12:21
279,12688,defective_merchandise,resolved,2025-04-19 05:13:58
280,26854,cancelled_recurring,under_review,2025-04-19 05:40:51
281,23137,billing_error,open,2025-04-19 13:08:49
282,19055,defective_merchandise,under_review,2025-04-19 14:46:33
283,20682,product_not_received,open,2025-04-19 21:16:49
284,13241,card_compromised,resolved,2025-04-20 05:29:26
285,29195,card_compromised,resolved,2025-04-20 05:50:50
286,22909,card_compromised,resolved,2025-04-20 15:06:23
287,27649,unauthorized_transaction,resolved,2025-04-20 17:08:03
288,21386,card_compromised,resolved,2025-04-20 19:04:17
289,20507,billing_error,open,2025-04-20 22:54:16
290,15134,defective_merchandise,under_review,2025-04-21 11:08:56
291,13326,unauthorized_transaction,resolved,2025-04-21 17:27:40
292,20483,defective_merchandise,open,2025-04-21 20:13:10
293,13110,cancelled_recurring,resolved,2025-04-21 21:00:52
294,28432,defective_merchandise,resolved,2025-04-21 22:36:32
295,20521,unauthorized_transaction,resolved,2025-04-22 00:23:27
296,18459,defective_merchandise,open,2025-04-22 12:29:46
297,25992,product_not_received,open,2025-04-22 17:40:06
298,16419,product_not_received,resolved,2025-04-22 21:39:49
299,28154,billing_error,resolved,2025-04-23 02:52:09
300,28379,product_not_received,open,2025-04-23 14:54:20
301,30688,defective_merchandise,resolved,2025-04-23 18:25:13
302,27818,billing_error,resolved,2025-04-24 03:27:20
303,28288,unauthorized_transaction,open,2025-04-24 04:08:57
304,28152,billing_error,under_review,2025-04-24 14:11:03
305,31680,defective_merchandise,under_review,2025-04-25 02:41:25
306,28291,unauthorized_transaction,resolved,2025-04-25 04:06:41
307,17858,cancelled_recurring,under_review,2025-04-25 15:21:09
308,27309,billing_error,resolved,2025-04-25 17:43:11
309,30384,cancelled_recurring,resolved,2025-04-25 18:13:47
310,22741,billing_error,under_review,2025-04-25 23:10:32
311,27261,card_compromised,resolved,2025-04-26 01:53:46
312,16014,cancelled_recurring,resolved,2025-04-26 11:43:23
313,26065,defective_merchandise,resolved,2025-04-26 12:08:48
314,25390,fraud_reported,resolved,2025-04-27 10:44:47
315,26827,product_not_received,under_review,2025-04-27 12:57:17
316,25138,billing_error,resolved,2025-04-27 13:35:34
317,15717,unauthorized_transaction,resolved,2025-04-27 13:35:54
318,24095,fraud_reported,resolved,2025-04-27 18:06:57
319,25826,product_not_received,under_review,2025-04-27 23:52:04
320,15674,billing_error,resolved,2025-04-28 06:17:50
321,22456,card_compromised,resolved,2025-04-28 12:10:20
322,26079,defective_merchandise,resolved,2025-04-28 15:41:07
323,29875,cancelled_recurring,under_review,2025-04-28 22:26:00
324,17456,fraud_reported,resolved,2025-04-29 03:55:08
325,26223,defective_merchandise,resolved,2025-04-29 09:41:30
326,17195,cancelled_recurring,resolved,2025-04-29 15:55:25
327,26759,cancelled_recurring,resolved,2025-04-29 21:40:14
328,24346,cancelled_recurring,open,2025-04-29 22:54:20
329,27952,unauthorized_transaction,under_review,2025-04-29 23:19:51
330,30564,defective_merchandise,resolved,2025-04-30 00:00:50
331,25446,billing_error,resolved,2025-04-30 09:20:35
332,28466,billing_error,escalated,2025-05-01 02:09:11
333,17321,cancelled_recurring,open,2025-05-01 11:09:49
334,16227,cancelled_recurring,open,2025-05-01 13:43:17
335,20451,cancelled_recurring,resolved,2025-05-01 18:22:08
336,20583,product_not_received,under_review,2025-05-01 19:47:09
337,20031,defective_merchandise,under_review,2025-05-02 08:54:18
338,27759,unauthorized_transaction,escalated,2025-05-02 15:36:39
339,27663,unauthorized_transaction,resolved,2025-05-03 01:44:19
340,18260,billing_error,open,2025-05-03 11:41:34
341,30923,billing_error,resolved,2025-05-03 12:11:12
342,17951,cancelled_recurring,under_review,2025-05-03 17:10:56
343,17689,fraud_reported,resolved,2025-05-03 18:23:36
344,23059,defective_merchandise,resolved,2025-05-03 21:58:58
345,28036,unauthorized_transaction,under_review,2025-05-03 22:16:56
346,24375,product_not_received,resolved,2025-05-04 00:13:28
347,17950,product_not_received,under_review,2025-05-04 03:36:40
348,22419,unauthorized_transaction,resolved,2025-05-04 04:37:26
349,21195,cancelled_recurring,resolved,2025-05-04 05:30:46
350,32552,product_not_received,resolved,2025-05-04 07:28:26
351,17771,unauthorized_transaction,resolved,2025-05-04 12:27:15
352,26260,product_not_received,resolved,2025-05-04 13:55:29
353,31826,billing_error,resolved,2025-05-04 17:16:11
354,17984,product_not_received,resolved,2025-05-04 21:04:32
355,18845,card_compromised,resolved,2025-05-05 11:25:15
356,22468,card_compromised,under_review,2025-05-05 16:15:56
357,33425,product_not_received,under_review,2025-05-05 16:45:59
358,33273,unauthorized_transaction,under_review,2025-05-05 19:14:51
359,25866,cancelled_recurring,open,2025-05-05 20:20:18
360,23251,billing_error,resolved,2025-05-05 23:04:59
361,28757,billing_error,open,2025-05-06 02:26:07
362,28294,fraud_reported,resolved,2025-05-06 12:40:21
363,28599,defective_merchandise,resolved,2025-05-06 17:22:44
364,20191,product_not_received,open,2025-05-06 23:56:47
365,18994,cancelled_recurring,under_review,2025-05-07 08:22:35
366,20140,billing_error,resolved,2025-05-07 09:16:44
367,35126,cancelled_recurring,open,2025-05-07 10:50:06
368,22616,defective_merchandise,open,2025-05-07 12:21:41
369,28465,product_not_received,under_review,2025-05-07 15:19:54
370,23107,card_compromised,resolved,2025-05-07 16:02:34
371,20437,billing_error,open,2025-05-07 19:30:35
372,22461,card_compromised,under_review,2025-05-07 19:38:00
373,19200,billing_error,resolved,2025-05-07 20:16:48
374,21387,card_compromised,resolved,2025-05-07 22:23:30
375,36482,cancelled_recurring,resolved,2025-05-07 22:45:08
376,37509,unauthorized_transaction,resolved,2025-05-08 08:54:24
377,24177,card_compromised,under_review,2025-05-08 11:50:25
378,27351,card_compromised,under_review,2025-05-08 23:20:26
379,29207,fraud_reported,resolved,2025-05-09 03:45:15
380,20116,cancelled_recurring,resolved,2025-05-09 05:30:22
381,28063,card_compromised,resolved,2025-05-09 05:39:45
382,21316,fraud_reported,resolved,2025-05-09 05:44:12
383,28376,cancelled_recurring,resolved,2025-05-09 16:25:31
384,21378,card_compromised,open,2025-05-09 17:22:47
385,21385,unauthorized_transaction,under_review,2025-05-10 00:42:37
386,22571,defective_merchandise,resolved,2025-05-10 02:03:29
387,38851,billing_error,resolved,2025-05-10 04:42:01
388,35455,defective_merchandise,open,2025-05-10 06:04:34
389,22856,product_not_received,under_review,2025-05-10 11:13:37
390,25405,fraud_reported,resolved,2025-05-10 15:51:29
391,27711,fraud_reported,resolved,2025-05-10 21:21:42
392,25824,billing_error,resolved,2025-05-11 11:00:28
393,36948,cancelled_recurring,resolved,2025-05-11 17:01:23
394,39557,cancelled_recurring,under_review,2025-05-11 18:08:28
395,30337,defective_merchandise,resolved,2025-05-11 20:07:48
396,29911,defective_merchandise,under_review,2025-05-12 23:42:48
397,28306,fraud_reported,resolved,2025-05-13 01:17:51
398,29198,fraud_reported,open,2025-05-13 14:43:05
399,23071,unauthorized_transaction,open,2025-05-13 19:05:04
400,28299,unauthorized_transaction,resolved,2025-05-13 21:30:35
401,25401,unauthorized_transaction,under_review,2025-05-13 21:58:22
402,28596,defective_merchandise,open,2025-05-13 22:31:34
403,27678,card_compromised,resolved,2025-05-14 01:44:50
404,26940,billing_error,open,2025-05-14 01:44:55
405,30238,product_not_received,resolved,2025-05-14 02:42:12
406,23104,fraud_reported,resolved,2025-05-14 04:05:06
407,22684,cancelled_recurring,open,2025-05-14 04:51:19
408,24833,cancelled_recurring,under_review,2025-05-14 04:52:31
409,29191,card_compromised,escalated,2025-05-14 04:53:21
410,24614,defective_merchandise,resolved,2025-05-15 01:30:39
411,38211,billing_error,under_review,2025-05-15 05:53:42
412,28075,card_compromised,resolved,2025-05-15 10:37:27
413,25859,cancelled_recurring,resolved,2025-05-15 11:16:38
414,23763,fraud_reported,resolved,2025-05-15 13:31:53
415,41535,billing_error,resolved,2025-05-15 18:19:55
416,22669,billing_error,resolved,2025-05-16 03:09:21
417,40853,defective_merchandise,resolved,2025-05-16 07:11:23
418,42546,unauthorized_transaction,open,2025-05-16 14:39:55
419,35152,billing_error,resolved,2025-05-16 16:10:01
420,23225,cancelled_recurring,resolved,2025-05-17 00:33:28
421,33233,cancelled_recurring,under_review,2025-05-17 06:23:26
422,42436,unauthorized_transaction,under_review,2025-05-17 10:40:36
423,24091,fraud_reported,resolved,2025-05-17 12:00:15
424,24081,product_not_received,resolved,2025-05-17 12:24:34
425,29604,fraud_reported,resolved,2025-05-17 13:04:09
426,36445,product_not_received,resolved,2025-05-17 19:48:06
427,27422,billing_error,open,2025-05-18 06:38:04
428,32206,cancelled_recurring,resolved,2025-05-18 09:01:39
429,26812,cancelled_recurring,escalated,2025-05-18 13:58:39
430,33946,card_compromised,resolved,2025-05-18 17:08:38
431,28624,fraud_reported,open,2025-05-19 02:54:40
432,33878,defective_merchandise,under_review,2025-05-19 04:28:28
433,27228,card_compromised,open,2025-05-19 05:20:05
434,33532,product_not_received,under_review,2025-05-19 13:03:44
435,35352,defective_merchandise,under_review,2025-05-20 04:35:50
436,42390,billing_error,under_review,2025-05-20 05:11:24
437,28684,card_compromised,open,2025-05-20 11:43:19
438,40021,defective_merchandise,under_review,2025-05-20 11:53:10
439,24307,product_not_received,open,2025-05-20 14:18:47
440,27669,fraud_reported,resolved,2025-05-20 14:42:27
441,27659,card_compromised,resolved,2025-05-20 16:17:22
442,28285,fraud_reported,under_review,2025-05-20 21:18:31
443,33932,card_compromised,escalated,2025-05-20 21:40:16
444,29953,billing_error,open,2025-05-21 04:40:36
445,44889,defective_merchandise,open,2025-05-21 12:40:35
446,41135,unauthorized_transaction,escalated,2025-05-21 12:41:00
447,27231,unauthorized_transaction,resolved,2025-05-21 14:08:32
448,31811,defective_merchandise,resolved,2025-05-21 15:47:04
449,44282,product_not_received,under_review,2025-05-21 20:00:51
450,34169,cancelled_recurring,resolved,2025-05-21 21:13:57
451,33247,billing_error,resolved,2025-05-22 05:02:45
452,29192,unauthorized_transaction,resolved,2025-05-22 19:00:14
453,31465,cancelled_recurring,resolved,2025-05-23 04:17:03
454,30904,product_not_received,resolved,2025-05-23 05:41:26
455,33197,cancelled_recurring,resolved,2025-05-23 10:58:14
456,28009,card_compromised,resolved,2025-05-23 11:30:11
457,34009,cancelled_recurring,resolved,2025-05-23 11:30:46
458,42517,fraud_reported,resolved,2025-05-23 14:13:06
459,33922,unauthorized_transaction,resolved,2025-05-23 16:13:32
460,40045,product_not_received,resolved,2025-05-23 22:19:18
461,28449,cancelled_recurring,resolved,2025-05-24 08:39:35
462,27242,fraud_reported,resolved,2025-05-24 11:21:19
463,27643,card_compromised,under_review,2025-05-24 13:26:31
464,38408,product_not_received,resolved,2025-05-24 17:41:31
465,29103,cancelled_recurring,resolved,2025-05-24 19:26:04
466,41533,product_not_received,under_review,2025-05-25 00:21:40
467,36348,cancelled_recurring,under_review,2025-05-25 03:29:20
468,42838,defective_merchandise,resolved,2025-05-25 06:16:23
469,43102,cancelled_recurring,resolved,2025-05-25 13:14:14
470,29205,card_compromised,under_review,2025-05-25 15:35:29
471,27420,fraud_reported,under_review,2025-05-26 13:29:10
472,38943,card_compromised,open,2025-05-26 14:51:29
473,40903,product_not_received,resolved,2025-05-26 19:47:19
474,38843,billing_error,resolved,2025-05-26 19:57:05
475,45855,fraud_reported,resolved,2025-05-26 23:44:38
476,27928,fraud_reported,resolved,2025-05-27 13:14:05
477,47822,product_not_received,resolved,2025-05-27 13:43:41
478,31413,product_not_received,resolved,2025-05-27 15:28:45
479,47716,fraud_reported,escalated,2025-05-27 15:55:03
480,27970,unauthorized_transaction,resolved,2025-05-28 12:25:21
481,47267,product_not_received,escalated,2025-05-28 13:39:30
